Stock Name,Symbol,Sector,Industry Name,Exchange, ISIN NUMBER
Jain Irrigation Systems Ltd.,JISLJALEQS,Plastic Products,Plastic Products,NSE,INE175A01038
EPack Prefab Technologies Ltd.,EPACKPEB,Plastic Products,Plastic Products,NSE,INE0MLS01022
Prince Pipes and Fittings Ltd.,PRINCEPIPE,Plastic Products,Plastic Products,NSE,INE689W01016
Polyplex Corporation Ltd.,POLYPLEX,Plastic Products,Plastic Products,NSE,INE633B01018
Jai Corp Ltd.,JAICORPLTD,Plastic Products,Plastic Products,NSE,INE070D01027
Xpro India Ltd.,XPROINDIA,Plastic Products,Plastic Products,NSE,INE445C01015
Nilkamal Ltd.,NILKAMAL,Plastic Products,Plastic Products,NSE,INE310A01015
Mold-Tek Packaging Ltd.,MOLDTKPAC,Plastic Products,Plastic Products,NSE,INE893J01029
Cosmo First Ltd.,COSMOFIRST,Plastic Products,Plastic Products,NSE,INE757A01017
All Time Plastics Ltd.,ALLTIME,Plastic Products,Plastic Products,NSE,INE0GV601021
Apollo Pipes Ltd.,APOLLOPIPE,Plastic Products,Plastic Products,NSE,INE126J01016
Tarsons Products Ltd.,TARSONS,Plastic Products,Plastic Products,NSE,INE144Z01023
Ester Industries Ltd.,ESTER,Plastic Products,Plastic Products,NSE,INE778B01029
Cool Caps Industries Ltd.,COOLCAPS,Plastic Products,Plastic Products,NSE,INE0HS001028
Shree Rama Multi-Tech Ltd.,SHREERAMA,Plastic Products,Plastic Products,NSE,INE879A01019
Shree Tirupati Balajee FIBC Ltd.,TIRUPATI,Plastic Products,Plastic Products,NSE,INE238Y01018
Polysil Irrigation Systems Ltd.,POLYSIL,Plastic Products,Plastic Products,NSE,INE517M01028
Nahar Poly Films Ltd.,NAHARPOLY,Plastic Products,Plastic Products,NSE,INE308A01027
Prakash Pipes Ltd.,PPL,Plastic Products,Plastic Products,NSE,INE050001010
Commercial Syn Bags Ltd.,COMSYN,Plastic Products,Plastic Products,NSE,INE073V01015
Essen Speciality Films Ltd.,ESFL,Plastic Products,Plastic Products,NSE,INE0ITO01014
TPL Plastech Ltd.,TPLPLASTEH,Plastic Products,Plastic Products,NSE,INE413G01022
Pramara Promotions Ltd.,PRAMARA,Plastic Products,Plastic Products,NSE,INE0O7A01017
Kanpur Plastipack Ltd.,KANPRPLA,Plastic Products,Plastic Products,NSE,INE694E01014
Kriti Industries (India) Ltd.,KRITI,Plastic Products,Plastic Products,NSE,INE479D01038
Premier Polyfilm Ltd.,PREMIERPOL,Plastic Products,Plastic Products,NSE,INE309M01020
Shree Tirupati Balajee Agro Trading Company Ltd,BALAJEE,Plastic Products,Plastic Products,NSE,INE0S2G01011
Hitech Corporation Ltd.,HITECHCORP,Plastic Products,Plastic Products,NSE,INE120D01012
PIL ITALICA Lifestyle Ltd.,PILITA,Plastic Products,Plastic Products,NSE,INE600A01035
Aeroflex Neu Ltd.,AERONEU,Plastic Products,Plastic Products,NSE,INE035801013
Emmbi Industries Ltd.,EMMBI,Plastic Products,Plastic Products,NSE,INE753K01015
Barflex Polyfilms Ltd.,BARFLEX,Plastic Products,Plastic Products,NSE,INE0QX401014
Tainwala Chemicals & Plastics (India) Ltd.,TAINWALCHM,Plastic Products,Plastic Products,NSE,INE123C01018
Purv Flexipack Ltd.,PURVFLEXI,Plastic Products,Plastic Products,NSE,INE0R6C01012
Aeron Composite Ltd.,AERON,Plastic Products,Plastic Products,NSE,INE0WL801011
Avro India Ltd.,AVROIND,Plastic Products,Plastic Products,NSE,INE652Z01017
Mega Flex Plastics Ltd.,MEGAFLEX,Plastic Products,Plastic Products,NSE,INE0G1D01014
REX Pipes and Cables Industries Ltd.,REXPIPES,Plastic Products,Plastic Products,NSE,INE00D001018
Rajshree Polypack Ltd.,RPPL,Plastic Products,Plastic Products,NSE,INE760W01023
Texmo Pipes And Products Ltd.,TEXMOPIPES,Plastic Products,Plastic Products,NSE,INE141K01013
Master Components Ltd.,MASTER,Plastic Products,Plastic Products,NSE,INE0OJM01017
Tokyo Plast International Ltd.,TOKYOPLAST,Plastic Products,Plastic Products,NSE,INE932C01012
Jyoti Global Plast Ltd.,JYOTIGLOBL,Plastic Products,Plastic Products,NSE,INE1M3T01017
AMD Industries Ltd.,AMDIND,Plastic Products,Plastic Products,NSE,INE005I01014
Vigor Plast India Ltd.,VIGOR,Plastic Products,Plastic Products,NSE,INE1DM601016
Orient Press Ltd.,ORIENTLTD,Plastic Products,Plastic Products,NSE,INE609C01024
Manas Polymers And Energies Ltd.,MPEL,Plastic Products,Plastic Products,NSE,INE0U4H01011
Srivasavi Adhesive Tapes Ltd.,SRIVASAVI,Plastic Products,Plastic Products,NSE,INE0NPI01014
ARC Insulation & Insulators Ltd.,ARCIIL,Plastic Products,Plastic Products,NSE,INE0YDV01010
Jain Irrigation Systems Ltd. (DVR),JISLDVREQS,Plastic Products,Plastic Products,NSE,IN9175A01010
Bulkcorp International Ltd.,BULKCORP,Plastic Products,Plastic Products,NSE,INE0SZ301012
Kshitij Polyline Ltd.,KSHITIJPOL,Plastic Products,Plastic Products,NSE,INE013801027
Pearl Polymers Ltd.,PEARLPOLY,Plastic Products,Plastic Products,NSE,INE844A01013
Gujarat Raffia Industries Ltd.,GUJRAFFIA,Plastic Products,Plastic Products,NSE,INE610B01024
Tijaria Polypipes Ltd.,TIJARIA,Plastic Products,Plastic Products,NSE,INE440L01017
Ahimsa Industries Ltd.,AHIMSA,Plastic Products,Plastic Products,NSE,INE136T01014
Solve Plastic Products Ltd.,BALCO,Plastic Products,Plastic Products,NSE,INE0U0201016
A And M Jumbo Bags Ltd.,AMJUMBO,Plastic Products,Plastic Products,NSE,INE749Y01014
SMVD Poly Pack Ltd.,SMVD,Plastic Products,Plastic Products,NSE,INE702Y01013
Sanco Industries Ltd.,SANCO,Plastic Products,Plastic Products,NSE,INE782L01012
Adani Ports and Special Economic Zone Ltd.,ADANIPORTS,Logistics,Port,NSE,INE742F01042
JSW Infrastructure Ltd.,JSWINFRA,Logistics,Port,NSE,INE880J01026
Gujarat Pipavav Port Ltd.,GPPL,Logistics,Port,NSE,INE517F01014
NTPC Ltd.,NTPC,Power,Power Generation/Distribution,NSE,INE733E01010
Adani Power Ltd.,ADANIPOWER,Power,Power Generation/Distribution,NSE,INE814H01029
Power Grid Corporation Of India Ltd.,POWERGRID,Power,Power Generation/Distribution,NSE,INE752E01010
Adani Green Energy Ltd.,ADANIGREEN,Power,Power Generation/Distribution,NSE,INE364U01010
Tata Power Company Ltd.,TATAPOWER,Power,Power Generation/Distribution,NSE,INE245A01021
Adani Energy Solutions Ltd.,ADANIENSOL,Power,Power Generation/Distribution,NSE,INE931S01010
JSW Energy Ltd.,JSWENERGY,Power,Power Generation/Distribution,NSE,INE121E01018
NTPC Green Energy Ltd.,NTPCGREEN,Power,Power Generation/Distribution,NSE,INE0ONG01011
NHPC Ltd.,NHPC,Power,Power Generation/Distribution,NSE,INE848E01016
Torrent Power Ltd.,TORNTPOWER,Power,Power Generation/Distribution,NSE,INE813H01021
NLC India Ltd.,NLCINDIA,Power,Power Generation/Distribution,NSE,INE589A01014
SJVN Ltd.,SJVN,Power,Power Generation/Distribution,NSE,INE002L01015
CESC Ltd.,CESC,Power,Power Generation/Distribution,NSE,INE486A01021
Reliance Power Ltd.,RPOWER,Power,Power Generation/Distribution,NSE,INE614G01033
Acme Solar Holdings Ltd.,ACMESOLAR,Power,Power Generation/Distribution,NSE,INE622W01025
Indian Energy Exchange Ltd.,IEX,Power,Power Generation/Distribution,NSE,INE022Q01020
Jaiprakash Power Ventures Ltd.,JPPOWER,Power,Power Generation/Distribution,NSE,INE351F01018
KPI Green Energy Ltd.,KPIGREEN,Power,Power Generation/Distribution,NSE,INE542W01025
GMR Power and Urban Infra Ltd.,GMRP&UI,Power,Power Generation/Distribution,NSE,INE0CU601026
Reliance Infrastructure Ltd.,RELINFRA,Power,Power Generation/Distribution,NSE,INE036A01016
RattanIndia Power Ltd.,RTNPOWER,Power,Power Generation/Distribution,NSE,INE399K01017
PTC India Ltd.,PTC,Power,Power Generation/Distribution,NSE,INE877F01012
Ravindra Energy Ltd.,RELTD,Power,Power Generation/Distribution,NSE,INE206N01018
BF Utilities Ltd.,BFUTILITIE,Power,Power Generation/Distribution,NSE,INE243D01012
Gujarat Industries Power Company Ltd.,GIPCL,Power,Power Generation/Distribution,NSE,INE162A01010
Orient Green Power Company Ltd.,GREENPOWER,Power,Power Generation/Distribution,NSE,INE999K01014
India Power Corporation Ltd.,DPSCLTD,Power,Power Generation/Distribution,NSE,INE360C01024
Urja Global Ltd.,URJA,Power,Power Generation/Distribution,NSE,INE550C01020
GVK Power & Infrastructure Ltd.,GVKPIL,Power,Power Generation/Distribution,NSE,INE251H01024
Surana Telecom And Power Ltd.,SURANAT&P,Power,Power Generation/Distribution,NSE,INE130B01031
Indowind Energy Ltd.,INDOWIND,Power,Power Generation/Distribution,NSE,INE227G01018
Energy Development Company Ltd.,ENERGYDEV,Power,Power Generation/Distribution,NSE,INE306C01019
Karma Energy Ltd.,KARMAENG,Power,Power Generation/Distribution,NSE,INE725L01011
Sungarner Energies Ltd.,SEL,Power,Power Generation/Distribution,NSE,INE0O3O01017
KKV Agro Powers Ltd.,KKVAPOW,Power,Power Generation/Distribution,NSE,INE239T01016
D.B. Corp Ltd.,DBCORP,Media & Entertainment,Printing And Publishing,NSE,INE950I01011
MPS Ltd.,MPSLTD,Media & Entertainment,Printing And Publishing,NSE,INE943D01017
Navneet Education Ltd.,NAVNETEDUL,Media & Entertainment,Printing And Publishing,NSE,INE060A01024
Jagran Prakashan Ltd.,JAGRAN,Media & Entertainment,Printing And Publishing,NSE,INE199G01027
The Sandesh Ltd.,SANDESH,Media & Entertainment,Printing And Publishing,NSE,INE583B01015
Repro India Ltd.,REPRO,Media & Entertainment,Printing And Publishing,NSE,INE461B01014
S Chand And Company Ltd.,SCHAND,Media & Entertainment,Printing And Publishing,NSE,INE807K01035
HT Media Ltd.,HTMEDIA,Media & Entertainment,Printing And Publishing,NSE,INE501G01024
Hindustan Media Ventures Ltd.,HMVL,Media & Entertainment,Printing And Publishing,NSE,INE871K01015
DJ Mediaprint & Logistics Ltd.,DJML,Media & Entertainment,Printing And Publishing,NSE,INE0B1K01014
Digicontent Ltd.,DGCONTENT,Media & Entertainment,Printing And Publishing,NSE,INE03JI01017
Sambhaav Media Ltd.,SAMBHAAV,Media & Entertainment,Printing And Publishing,NSE,INE699B01027
WOL 3D India Ltd.,WOL3D,Media & Entertainment,Printing And Publishing,NSE,INE0OO201011
Chetana Education Ltd.,CHETANA,Media & Entertainment,Printing And Publishing,NSE,INE0U1T01012
Diligent Media Corporation Ltd.,DNAMEDIA,Media & Entertainment,Printing And Publishing,NSE,INE016M01021
Next Mediaworks Ltd.,NEXTMEDIA,Media & Entertainment,Printing And Publishing,NSE,INE747B01016
DSJ Keep Learning Ltd.,KEEPLEARN,Media & Entertainment,Printing And Publishing,NSE,INE055C01020
Cyber Media (India) Ltd.,CYBERMEDIA,Media & Entertainment,Printing And Publishing,NSE,INE278G01037
Infomedia Press Ltd.,INFOMEDIA,Media & Entertainment,Printing And Publishing,NSE,INE669A01022
Cyber Media Research & Services Ltd.,CMRSL,Media & Entertainment,Printing And Publishing,NSE,INE075Z01011
Madhya Pradesh Today Media Ltd.,MPTODAY,Media & Entertainment,Printing And Publishing,NSE,INE105Y01019
SAB Events & Governance Now Media Ltd.,SABEVENTS,Media & Entertainment,Printing And Publishing,NSE,INE860T01019
DOMS Industries Ltd.,DOMS,Fast Moving Consumer Goods,Printing & Stationery,NSE,INE321T01012
Flair Writing Industries Ltd.,FLAIR,Fast Moving Consumer Goods,Printing & Stationery,NSE,INE00Y201027
Kokuyo Camlin Ltd.,KOKUYOCMLN,Fast Moving Consumer Goods,Printing & Stationery,NSE,INE760A01029
Linc Ltd.,LINC,Fast Moving Consumer Goods,Printing & Stationery,NSE,INE802B01027
Sundaram Multi Pap Ltd.,SUNDARAM,Fast Moving Consumer Goods,Printing & Stationery,NSE,INE108E01023
VASA Retail And Overseas Ltd.,VASA,Fast Moving Consumer Goods,Printing & Stationery,NSE,INE068Z01016
Urban Company Ltd.,URBANCO,Other,Professional Services,NSE,INE0CAZ01013
SIS Ltd.,SIS,Other,Professional Services,NSE,INE285J01028
TeamLease Services Ltd.,TEAMLEASE,Other,Professional Services,NSE,INE985S01024
BLS E-Services Ltd.,BLSE,Other,Professional Services,NSE,INE0NLT01010
Updater Services Ltd.,UDS,Other,Professional Services,NSE,INE851I01011
Bluspring Enterprises Ltd.,BLUSPRING,Other,Professional Services,NSE,INE0U4101014
Gretex Corporate Services Ltd.,GCSL,Other,Professional Services,NSE,INE199P01028
Krystal Integrated Services Ltd,KRYSTAL,Other,Professional Services,NSE,INE0QN801017
Kapston Services Ltd.,KAPSTON,Other,Professional Services,NSE,INE542Z01028
Clear Secured Services Ltd.,CSSL,Other,Professional Services,NSE,INE1EF801010
Integrated Personnel Services Ltd.,IPSL,Other,Professional Services,NSE,INE02EE01019
Spectrum Talent Management Ltd.,SPECTSTM,Other,Professional Services,NSE,INE0OL001018
DU Digital Global Ltd.,DUGLOBAL,Other,Professional Services,NSE,INE0HPK01020
EMA Partners India Ltd.,EMAPARTNER,Other,Professional Services,NSE,INE0ZOL01023
Aarvi Encon Ltd.,AARVI,Other,Professional Services,NSE,INE754X01016
Lloyds Luxuries Ltd.,LLOYDS,Other,Professional Services,NSE,INE0DTQ01028
Drone Destination Ltd.,DRONE,Other,Professional Services,NSE,INE0P7201019
KHFM Hospitality and Facility Management Services Ltd.,KHFM,Other,Professional Services,NSE,INE00UG01014
Matrix Geo Solutions Ltd.,MGSL,Other,Professional Services,NSE,INE132901013
Touchwood Entertainment Ltd.,TOUCHWOOD,Other,Professional Services,NSE,INE486Y01013
Marc Technocrats Ltd.,MARC,Other,Professional Services,NSE,INE0TD401015
Party Cruisers Ltd.,PARTYCRUS,Other,Professional Services,NSE,INE06ZX01015
Happy Square Outsourcing Services Ltd.,WHITEFORCE,Other,Professional Services,NSE,INE0TLP01015
Supreme Facility Management Ltd.,SFML,Other,Professional Services,NSE,INE0U6N01014
Service Care Ltd.,SERVICE,Other,Professional Services,NSE,INE0P1Q01015
Winny Immigration & Education Services Ltd.,WINNY,Other,Professional Services,NSE,INE0S9101013
Jupiter Wagons Ltd.,JWL,Automobile & Ancillaries,Railways Wagons,NSE,INE209L01016
Titagarh Rail Systems Ltd.,TITAGARH,Automobile & Ancillaries,Railways Wagons,NSE,INE615H01020
Texmaco Rail & Engineering Ltd.,TEXRAIL,Automobile & Ancillaries,Railways Wagons,NSE,INE621L01012
CRISIL Ltd.,CRISIL,Ratings,Ratings,NSE,INE007A01025
ICRA Ltd.,ICRA,Ratings,Ratings,NSE,INE725G01011
Care Ratings Ltd.,CARERATING,Ratings,Ratings,NSE,INE752H01013
Reliance Industries Ltd.,RELIANCE,Crude Oil,Refineries,NSE,INE002A01018
Indian Oil Corporation Ltd.,IOC,Crude Oil,Refineries,NSE,INE242A01010
Bharat Petroleum Corporation Ltd.,BPCL,Crude Oil,Refineries,NSE,INE029A01011
Hindustan Petroleum Corporation Ltd.,HINDPETRO,Crude Oil,Refineries,NSE,INE094A01015
Mangalore Refinery And Petrochemicals Ltd.,MRPL,Crude Oil,Refineries,NSE,INE103A01014
Chennai Petroleum Corporation Ltd.,CHENNPETRO,Crude Oil,Refineries,NSE,INE178A01016
Vesuvius India Ltd.,VESUVIUS,Capital Goods,Refractories,NSE,INE386A01023
RHI Magnesita India Ltd.,RHIM,Capital Goods,Refractories,NSE,INE743M01012
IFGL Refractories Ltd.,IFGLEXPOR,Capital Goods,Refractories,NSE,INE133Y01011
Monolithisch India Ltd.,MONOLITH,Capital Goods,Refractories,NSE,INE1DV401010
Orient Ceratech Ltd.,ORIENTCER,Capital Goods,Refractories,NSE,INE569C01020
Refractory Shapes Ltd.,REFRACTORY,Capital Goods,Refractories,NSE,INE0TNX01015
SP Refractories Ltd.,SPRL,Capital Goods,Refractories,NSE,INE0JW501011
Travel Food Services Ltd.,TRAVELFOOD,Hospitality,Restaurants,NSE,INE103V01028
Westlife Foodworld Ltd,WESTLIFE,Hospitality,Restaurants,NSE,INE274F01020
Restaurant Brands Asia Ltd.,RBA,Hospitality,Restaurants,NSE,INE07T201019
Coffee Day Enterprises Ltd.,COFFEEDAY,Hospitality,Restaurants,NSE,INE335K01011
United Foodbrands Ltd.,UFBL,Hospitality,Restaurants,NSE,INE382M01027
Speciality Restaurants Ltd.,SPECIALITY,Hospitality,Restaurants,NSE,INE247M01014
Avenue Supermarts Ltd.,DMART,Retailing,Retailing,NSE,INE192R01011
Trent Ltd.,TRENT,Retailing,Retailing,NSE,INE849A01020
Vishal Mega Mart Ltd.,VMM,Retailing,Retailing,NSE,INE01EA01019
Aditya Birla Lifestyle Brands Ltd.,ABLBL,Retailing,Retailing,NSE,INE14LE01019
Medplus Health Services Ltd.,MEDPLUS,Retailing,Retailing,NSE,INE804L01022
Aditya Birla Fashion and Retail Ltd.,ABFRL,Retailing,Retailing,NSE,INE647O01011
V2 Retail Ltd.,V2RETAIL,Retailing,Retailing,NSE,INE945H01013
Ethos Ltd.,ETHOSLTD,Retailing,Retailing,NSE,INE04TZ01018
Arvind Fashions Ltd.,ARVINDFASN,Retailing,Retailing,NSE,INE955V01021
Aditya Vision Ltd.,AVL,Retailing,Retailing,NSE,INE679V01027
V-Mart Retail Ltd.,VMART,Retailing,Retailing,NSE,INE665J01013
VIP Industries Ltd.,VIPIND,Retailing,Retailing,NSE,INE054A01027
Shoppers Stop Ltd.,SHOPERSTOP,Retailing,Retailing,NSE,INE498B01024
Electronics Mart India Ltd.,EMIL,Retailing,Retailing,NSE,INE02YR01019
Go Fashion (India) Ltd.,GOCOLORS,Retailing,Retailing,NSE,INE0BJS01011
Sai Silks (Kalamandir) Ltd.,KALAMANDIR,Retailing,Retailing,NSE,INE438K01021
Baazar Style Retail Ltd.,STYLEBAAZA,Retailing,Retailing,NSE,INE01FR01028
Patel Retail Ltd.,PATELRMART,Retailing,Retailing,NSE,INE0R8B01010
Brand Concepts Ltd.,BCONCEPTS,Retailing,Retailing,NSE,INE977Y01011
Purple United Sales Ltd.,PURPLEUTED,Retailing,Retailing,NSE,INE0P5R01014
Spencer's Retail Ltd.,SPENCERS,Retailing,Retailing,NSE,INE020801028
Khadim India Ltd.,KHADIM,Retailing,Retailing,NSE,INE834I01025
OSIA Hyper Retail Ltd.,OSIAHYPER,Retailing,Retailing,NSE,INE06IR01021
Rockingdeals Circular Economy Ltd.,ROCKINGDCE,Retailing,Retailing,NSE,INE0PTR01012
Womancart Ltd.,WOMANCART,Retailing,Retailing,NSE,INE0Q9601016
Jay Jalaram Technologies Ltd.,KORE,Retailing,Retailing,NSE,INE0J6801010
Indian Terrain Fashions Ltd.,INDTERRAIN,Retailing,Retailing,NSE,INE611L01021
Praxis Home Retail Ltd.,PRAXIS,Retailing,Retailing,NSE,INE546Y01022
Magson Retail & Distribution Ltd.,MAGSON,Retailing,Retailing,NSE,INE0O1S01012
Pro FX Tech Ltd.,PROFX,Retailing,Retailing,NSE,INE0VJT01017
Future Retail Ltd.,FRETAIL,Retailing,Retailing,NSE,INE752P01024
Digidrive Distributors Ltd.,DIGIDRIVE,Retailing,Retailing,NSE,INE0PSC01024
Fonebox Retail Ltd.,FONEBOX,Retailing,Retailing,NSE,INE0Q4701019
Future Consumer Ltd.,FCONSUMER,Retailing,Retailing,NSE,INE220J01025
Grill Splendour Services Ltd.,BIRDYS,Retailing,Retailing,NSE,INE0PC901019
On Door Concepts Ltd.,ONDOOR,Retailing,Retailing,NSE,INE00ER01015
Archies Ltd.,ARCHIES,Retailing,Retailing,NSE,INE731A01020
Bombay Metrics Supply Chain Ltd.,BMETRICS,Retailing,Retailing,NSE,INE0I3Y01014
Future Lifestyle Fashions Ltd.,FLFL,Retailing,Retailing,NSE,INE452O01016
Future Enterprises Ltd.,FEL,Retailing,Retailing,NSE,INE623B01027
Heads UP Ventures Ltd.,HEADSUP,Retailing,Retailing,NSE,INE759V01019
JHS Svendgaard Retail Ventures Ltd.,RETAIL,Retailing,Retailing,NSE,INE03DD01011
Future Enterprises Ltd.-B-DVR,FELDVR,Retailing,Retailing,NSE,IN9623B01058
Rockingdeals Circular Economy Ltd. - (Partly Paid-up Equity Shares on Rights),ROCKPP,Retailing,Retailing,NSE,#N/A
Pix Transmissions Ltd.,PIXTRANS,Agriculture,Rubber  Products,NSE,INE751B01018
Apcotex Industries Ltd.,APCOTEXIND,Agriculture,Rubber  Products,NSE,INE116A01032
Tinna Rubber And Infrastructure Ltd.,TINNARUBR,Agriculture,Rubber  Products,NSE,INE015C01016
GRP Ltd.,GRPLTD,Agriculture,Rubber  Products,NSE,INE137I01015
Rubfila International Ltd.,RUBFILA,Agriculture,Rubber  Products,NSE,INE642C01025
Elgi Rubber Company Ltd.,ELGIRUBCO,Agriculture,Rubber  Products,NSE,INE819L01012
Gayatri Rubbers and Chemicals Ltd.,GRCL,Agriculture,Rubber  Products,NSE,INE0LVM01018
Sampann Utpadan India Ltd.,SAMPANN,Agriculture,Rubber  Products,NSE,INE735M01018
Somi Conveyor Beltings Ltd.,SOMICONVEY,Agriculture,Rubber  Products,NSE,INE323J01019
Lead Reclaim And Rubber Products Ltd.,LRRPL,Agriculture,Rubber  Products,NSE,INE0H4B01011
Pentagon Rubber Ltd.,PENTAGON,Agriculture,Rubber  Products,NSE,INE0ORS01017
Mazagon Dock Shipbuilders Ltd.,MAZDOCK,Ship Building,Ship Building,NSE,INE249Z01020
Cochin Shipyard Ltd.,COCHINSHIP,Ship Building,Ship Building,NSE,INE704P01025
Garden Reach Shipbuilders & Engineers Ltd.,GRSE,Ship Building,Ship Building,NSE,INE382Z01011
Knowledge Marine & Engineering Works Ltd.,KMEW,Ship Building,Ship Building,NSE,INE0CJD01029
The Great Eastern Shipping Company Ltd.,GESHIP,Logistics,Shipping,NSE,INE017A01032
Shipping Corporation Of India Ltd.,SCI,Logistics,Shipping,NSE,INE109A01011
Swan Defence and Heavy Industries Ltd.,SWANDEF,Logistics,Shipping,NSE,INE542F01020
Shreeji Shipping Global Ltd.,SHREEJISPG,Logistics,Shipping,NSE,INE1B6101010
Dredging Corporation Of India Ltd.,DREDGECORP,Logistics,Shipping,NSE,INE506A01018
Seamec Ltd.,SEAMECLTD,Logistics,Shipping,NSE,INE497B01018
Shipping Corporation of India Land and Assets Ltd.,SCILAL,Logistics,Shipping,NSE,INE0PB301013
Essar Shipping Ltd.,ESSARSHPNG,Logistics,Shipping,NSE,INE122M01019
ABS Marine Services Ltd.,ABSMARINE,Logistics,Shipping,NSE,INE0QRV01016
Transworld Shipping Lines Ltd.,TRANSWORLD,Logistics,Shipping,NSE,INE757B01015
Sadhav Shipping Ltd.,SADHAV,Logistics,Shipping,NSE,INE0K5H01010
Arvind Port and Infra Ltd.,ARVINDPORT,Logistics,Shipping,NSE,INE0P4T01013
Deccan Transcon Leasing Ltd.,DECCANTRAN,Logistics,Shipping,NSE,INE0S7C01019
Gujarat Ambuja Exports Ltd.,GAEL,Agriculture,Solvent  Extraction,NSE,INE036B01030
Ramdevbaba Solvent Ltd.,RBS,Agriculture,Solvent  Extraction,NSE,INE0RJH01010
Shree Ram Proteins Ltd.,SRPL,Agriculture,Solvent  Extraction,NSE,INE008Z01020
Shanti Overseas (India) Ltd.,SHANTI,Agriculture,Solvent  Extraction,NSE,INE933X01016
JSW Steel Ltd.,JSWSTEEL,Iron & Steel,Steel & Iron Products,NSE,INE019A01038
Tata Steel Ltd.,TATASTEEL,Iron & Steel,Steel & Iron Products,NSE,INE081A01020
Jindal Stainless Ltd.,JSL,Iron & Steel,Steel & Iron Products,NSE,INE220G01021
Steel Authority Of India Ltd.,SAIL,Iron & Steel,Steel & Iron Products,NSE,INE114A01011
APL Apollo Tubes Ltd.,APLAPOLLO,Iron & Steel,Steel & Iron Products,NSE,INE702C01027
Shyam Metalics And Energy Ltd.,SHYAMMETL,Iron & Steel,Steel & Iron Products,NSE,INE810G01011
Welspun Corp Ltd.,WELCORP,Iron & Steel,Steel & Iron Products,NSE,INE191B01025
Sarda Energy & Minerals Ltd.,SARDAEN,Iron & Steel,Steel & Iron Products,NSE,INE385C01021
Godawari Power And Ispat Ltd.,GPIL,Iron & Steel,Steel & Iron Products,NSE,INE177H01039
Ratnamani Metals & Tubes Ltd.,RATNAMANI,Iron & Steel,Steel & Iron Products,NSE,INE703B01027
Usha Martin Ltd.,USHAMART,Iron & Steel,Steel & Iron Products,NSE,INE228A01035
Gallantt Ispat Ltd.,GALLANTT,Iron & Steel,Steel & Iron Products,NSE,INE297H01019
NMDC Steel Ltd.,NSLNISP,Iron & Steel,Steel & Iron Products,NSE,INE0NNS01018
Jindal Saw Ltd.,JINDALSAW,Iron & Steel,Steel & Iron Products,NSE,INE324A01032
Jayaswal Neco Industries Ltd.,JAYNECOIND,Iron & Steel,Steel & Iron Products,NSE,INE854B01010
Maharashtra Seamless Ltd.,MAHSEAMLES,Iron & Steel,Steel & Iron Products,NSE,INE271B01025
Mishra Dhatu Nigam Ltd.,MIDHANI,Iron & Steel,Steel & Iron Products,NSE,INE099Z01011
Surya Roshni Ltd.,SURYAROSNI,Iron & Steel,Steel & Iron Products,NSE,INE335A01020
Technocraft Industries (India) Ltd.,TIIL,Iron & Steel,Steel & Iron Products,NSE,INE545H01011
Bansal Wire Industries Ltd.,BANSALWIRE,Iron & Steel,Steel & Iron Products,NSE,INE0B9K01025
Sunflag Iron And Steel Company Ltd.,SUNFLAG,Iron & Steel,Steel & Iron Products,NSE,INE947A01014
Electrosteel Castings Ltd.,ELECTCAST,Iron & Steel,Steel & Iron Products,NSE,INE086A01029
Goodluck India Ltd.,GOODLUCK,Iron & Steel,Steel & Iron Products,NSE,INE127I01024
Kalyani Steels Ltd.,KSL,Iron & Steel,Steel & Iron Products,NSE,INE907A01026
Man Industries (India) Ltd.,MANINDS,Iron & Steel,Steel & Iron Products,NSE,INE993A01026
Sambhv Steel Tubes Ltd.,SAMBHV,Iron & Steel,Steel & Iron Products,NSE,INE12NJ01018
Vardhman Special Steels Ltd.,VSSL,Iron & Steel,Steel & Iron Products,NSE,INE050M01012
Pennar Industries Ltd.,PENIND,Iron & Steel,Steel & Iron Products,NSE,INE932A01024
Aeroflex Industries Ltd.,AEROFLEX,Iron & Steel,Steel & Iron Products,NSE,INE024001021
Prakash Industries Ltd.,PRAKASH,Iron & Steel,Steel & Iron Products,NSE,INE603A01013
Venus Pipes & Tubes Ltd.,VENUSPIPES,Iron & Steel,Steel & Iron Products,NSE,INE0JA001018
JTL Industries Ltd,JTLIND,Iron & Steel,Steel & Iron Products,NSE,INE391J01032
MSP Steel & Power Ltd.,MSPL,Iron & Steel,Steel & Iron Products,NSE,INE752G01015
Rhetan TMT Ltd.,RHETAN,Iron & Steel,Steel & Iron Products,NSE,INE0KKN01029
Mukand Ltd.,MUKANDLTD,Iron & Steel,Steel & Iron Products,NSE,INE304A01026
Hi-Tech Pipes Ltd.,HITECH,Iron & Steel,Steel & Iron Products,NSE,INE106T01025
Rama Steel Tubes Ltd.,RAMASTEEL,Iron & Steel,Steel & Iron Products,NSE,INE230R01035
Mahamaya Steel Industries Ltd.,MAHASTEEL,Iron & Steel,Steel & Iron Products,NSE,INE451L01014
Manaksia Coated Metals & Industries Ltd.,MANAKCOAT,Iron & Steel,Steel & Iron Products,NSE,INE830Q01018
Electrotherm (India) Ltd.,ELECTHERM,Iron & Steel,Steel & Iron Products,NSE,INE822G01016
Hariom Pipe Industries Ltd.,HARIOMPIPE,Iron & Steel,Steel & Iron Products,NSE,INE00EV01017
