fyers_symbol,stock_name,sector,industry,basic_industry
NSE:GLOBUSSPR-EQ,Globus Spirits Limited,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries
NSE:GLOSTERLTD-EQ,Gloster Limited,Forest Materials,Paper Forest & Jute Products,Jute & Jute Products
NSE:GLOTTIS-BE,Glottis Limited,Services,Transport Services,Logistics Solution Provider
NSE:GMBREW-EQ,GM Breweries Limited,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries
NSE:GMDCLTD-EQ,Gujarat Mineral Development Corporation Limited,Metals & Mining,Minerals & Mining,Industrial Minerals
NSE:GMMPFAUDLR-EQ,GMM Pfaudler Limited,Capital Goods,Industrial Manufacturing,Industrial Products
NSE:GMRAIRPORT-EQ,GMR AIRPORTS LIMITED,Services,Transport Infrastructure,Airport & Airport services
NSE:GMRP&UI-EQ,GMR Power and Urban Infra Limited,Power,Power,Power Generation
NSE:GNA-EQ,GNA Axles Limited,Automobile and Auto Components,Auto Components,Auto Components & Equipments
NSE:GNFC-EQ,Gujarat Narmada Valley Fertilizers and Chemicals Limited,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
NSE:GNRL-EQ,Gujarat Natural Resources Limited,Oil Gas & Consumable Fuels,Oil,Oil Exploration & Production
NSE:GOACARBON-EQ,Goa Carbon Limited,Metals & Mining,Minerals & Mining,Industrial Minerals
NSE:GOCLCORP-EQ,GOCL Corporation Limited,Chemicals,Chemicals & Petrochemicals,Explosives
NSE:GOCOLORS-EQ,Go Fashion (India) Limited,Consumer Services,Retailing,Speciality Retail
NSE:GODAVARIB-EQ,Godavari Biorefineries Limited,Fast Moving Consumer Goods,Diversified FMCG,Diversified FMCG
NSE:GODFRYPHLP-EQ,Godfrey Phillips India Limited,Fast Moving Consumer Goods,Cigarettes & Tobacco Products,Cigarettes & Tobacco Products
NSE:GODIGIT-EQ,Go Digit General Insurance Limited,Financial Services,Insurance,General Insurance
NSE:GODREJAGRO-EQ,Godrej Agrovet Limited,Fast Moving Consumer Goods,Food Products,Animal Feed
NSE:GODREJCP-EQ,Godrej Consumer Products Limited,Fast Moving Consumer Goods,Personal Products,Personal Care
NSE:GODREJIND-EQ,Godrej Industries Limited,Diversified,Diversified,Diversified
NSE:GODREJPROP-EQ,Godrej Properties Limited,Realty,Realty,Residential Commercial Projects
NSE:GOKEX-EQ,Gokaldas Exports Limited,Textiles,Textiles & Apparels,Garments & Apparels
NSE:GOKUL-EQ,Gokul Refoils and Solvent Limited,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil
NSE:GOKULAGRO-EQ,Gokul Agro Resources Limited,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil
NSE:GOLDENTOBC-BZ,Golden Tobacco Limited,Realty,Realty,Residential Commercial Projects
NSE:GOLDIAM-EQ,Goldiam International Limited,Consumer Durables,Consumer Durables,Gems Jewellery And Watches
NSE:GOLDTECH-EQ,AION-TECH SOLUTIONS LIMITED,Information Technology,IT - Software,Software Products
NSE:GOODLUCK-EQ,Goodluck India Limited,Capital Goods,Industrial Products,Iron & Steel Products
NSE:GOODYEAR-EQ,Goodyear India Limited,Automobile and Auto Components,Auto Components,Tyres & Rubber Products
NSE:GOPAL-EQ,Gopal Snacks Limited,Fast Moving Consumer Goods,Food Products,Packaged Foods
NSE:GOYALALUM-EQ,Goyal Aluminiums Limited,Services,Commercial Services & Supplies,Trading & Distributors
NSE:GPIL-EQ,Godawari Power And Ispat limited,Capital Goods,Industrial Products,Iron & Steel Products
NSE:GPPL-EQ,Gujarat Pipavav Port Limited,Services,Transport Infrastructure,Port & Port services
NSE:GPTHEALTH-EQ,GPT Healthcare Limited,Healthcare,Healthcare Services,Hospital
NSE:GPTINFRA-EQ,GPT Infraprojects Limited,Construction,Construction,Civil Construction
NSE:GRADIENTE-EQ,Gradiente Infotainment Limited,Media Entertainment & Publication,Entertainment,Media & Entertainment
NSE:GRANDOAK-EQ,Grand Oak Canyons Distillery Limited,Financial Services,Finance,Non Banking Financial Company (NBFC)
NSE:GRANULES-EQ,Granules India Limited,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
NSE:GRAPHITE-EQ,Graphite India Limited,Capital Goods,Industrial Products,Electrodes & Refractories
NSE:GRASIM-EQ,Grasim Industries Limited,Construction Materials,Cement & Cement Products,Cement & Cement Products
NSE:GRAUWEIL-EQ,Grauer & Weil India Limited,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
NSE:GRAVISSHO-EQ,Graviss Hospitality Limited,Consumer Services,Leisure Services,Hotels & Resorts
NSE:GRAVITA-EQ,Gravita India Limited,Metals & Mining,Minerals & Mining,Industrial Minerals
NSE:GREAVESCOT-EQ,Greaves Cotton Limited,Capital Goods,Industrial Products,Compressors Pumps & Diesel Engines
NSE:GREENLAM-EQ,Greenlam Industries Limited,Consumer Durables,Consumer Durables,Plywood Boards/ Laminates
NSE:GREENPANEL-EQ,Greenpanel Industries Limited,Consumer Durables,Consumer Durables,Plywood Boards/ Laminates
NSE:GREENPLY-EQ,Greenply Industries Limited,Consumer Durables,Consumer Durables,Plywood Boards/ Laminates
NSE:GREENPOWER-EQ,Orient Green Power Company Limited,Power,Power,Power Generation
NSE:GRINDWELL-EQ,Grindwell Norton Limited,Capital Goods,Industrial Products,Abrasives & Bearings
NSE:GRINFRA-EQ,G R Infraprojects Limited,Construction,Construction,Civil Construction
NSE:GRMOVER-EQ,GRM Overseas Limited,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
NSE:GROBTEA-EQ,The Grob Tea Company Limited,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee
NSE:GROWW-EQ,Billionbrains Garage Ventures Limited,Financial Services,Capital Markets,Stockbroking & Allied
NSE:GRPLTD-EQ,GRP Limited,Capital Goods,Industrial Products,Rubber
NSE:GRSE-EQ,Garden Reach Shipbuilders & Engineers Limited,Capital Goods,Aerospace & Defense,Aerospace & Defense
NSE:GRWRHITECH-EQ,Garware Hi-Tech Films Limited,Capital Goods,Industrial Products,Plastic Products - Industrial
NSE:GSFC-EQ,Gujarat State Fertilizers & Chemicals Limited,Chemicals,Fertilizers & Agrochemicals,Fertilizers
NSE:GSLSU-EQ,Global Surfaces Limited,Consumer Durables,Consumer Durables,Granites & Marbles
NSE:GSPCROP-EQ,GSP Crop Science Limited,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
NSE:GSS-BE,GSS Infotech Limited,Information Technology,IT - Services,IT Enabled Services
NSE:GTECJAINX-EQ,G-TEC JAINX EDUCATION LIMITED,Consumer Services,Other Consumer Services,E-Learning
NSE:GTL-EQ,GTL Limited,Telecommunication,Telecom - Services,Other Telecom Services
NSE:GTLINFRA-EQ,GTL Infrastructure Limited,Telecommunication,Telecom - Services,Telecom - Infrastructure
NSE:GTPL-EQ,GTPL Hathway Limited,Media Entertainment & Publication,Entertainment,TV Broadcasting & Software Production
NSE:GUFICBIO-EQ,Gufic Biosciences Limited,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
NSE:GUJALKALI-EQ,Gujarat Alkalies and Chemicals Limited,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
NSE:GUJAPOLLO-EQ,Gujarat Apollo Industries Limited,Capital Goods,Industrial Manufacturing,Industrial Products
NSE:GUJGASLTD-EQ,Gujarat Gas Limited,Oil Gas & Consumable Fuels,Gas,LPG/CNG/PNG/LNG Supplier
NSE:GUJRAFFIA-EQ,Gujarat Raffia Industries Limited,Capital Goods,Industrial Products,Packaging
NSE:GUJTHEM-EQ,Gujarat Themis Biosyn Limited,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
NSE:GULFOILLUB-EQ,Gulf Oil Lubricants India Limited,Oil Gas & Consumable Fuels,Petroleum Products,Lubricants
NSE:GULFPETRO-EQ,GP Petroleums Limited,Oil Gas & Consumable Fuels,Petroleum Products,Lubricants
NSE:GULPOLY-EQ,Gulshan Polyols Limited,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
NSE:GVKPIL-BE,GVK Power & Infrastructure Limited,Construction,Construction,Civil Construction
NSE:GVPIL-EQ,GE Power India Limited,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
NSE:GVPTECH-EQ,GVP Infotech Limited,Information Technology,IT - Services,IT Enabled Services
NSE:GVT&D-EQ,GE Vernova T&D India Limited,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
NSE:HAL-EQ,Hindustan Aeronautics Limited,Capital Goods,Aerospace & Defense,Aerospace & Defense
NSE:HALDER-EQ,Halder Venture Limited,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil
NSE:HALDYNGL-EQ,Haldyn Glass Limited,Capital Goods,Industrial Products,Packaging
NSE:HALEOSLABS-EQ,HALEOS LABS LIMITED,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
NSE:HAPPSTMNDS-EQ,Happiest Minds Technologies Limited,Information Technology,IT - Software,Computers - Software & Consulting
NSE:HAPPYFORGE-EQ,Happy Forgings Limited,Capital Goods,Industrial Products,Castings & Forgings
NSE:HARDWYN-EQ,Hardwyn India Limited,Consumer Durables,Consumer Durables,Furniture Home Furnishing
NSE:HARIOMPIPE-EQ,Hariom Pipe Industries Limited,Capital Goods,Industrial Products,Iron & Steel Products
NSE:HARRMALAYA-EQ,Harrisons  Malayalam Limited,Capital Goods,Industrial Products,Rubber
NSE:HARSHA-EQ,Harsha Engineers International Limited,Capital Goods,Industrial Products,Other Industrial Products
NSE:HATHWAY-EQ,Hathway Cable & Datacom Limited,Media Entertainment & Publication,Entertainment,TV Broadcasting & Software Production
NSE:HATSUN-EQ,Hatsun Agro Product Limited,Fast Moving Consumer Goods,Food Products,Dairy Products
NSE:HAVELLS-EQ,Havells India Limited,Consumer Durables,Consumer Durables,Consumer Electronics
NSE:HAVISHA-EQ,Sri Havisha Hospitality and Infrastructure Limited,Consumer Services,Leisure Services,Hotels & Resorts
NSE:HAWKINCOOK-EQ,Hawkins Cookers Limited,Consumer Durables,Consumer Durables,Houseware
NSE:HBESD-EQ,HB Estate Developers Limited,Realty,Realty,Residential Commercial Projects
NSE:HBLENGINE-EQ,HBL Engineering Limited,Capital Goods,Industrial Products,Other Industrial Products
NSE:HBSL-BE,HB Stockholdings Limited,Financial Services,Finance,Non Banking Financial Company (NBFC)
NSE:HCC-EQ,Hindustan Construction Company Limited,Construction,Construction,Civil Construction
NSE:HCG-EQ,Healthcare Global Enterprises Limited,Healthcare,Healthcare Services,Hospital
NSE:HCL-INSYS-EQ,HCL Infosystems Limited,Information Technology,IT - Hardware,Computers Hardware & Equipments
NSE:HCLTECH-EQ,HCL Technologies Limited,Information Technology,IT - Software,Computers - Software & Consulting
NSE:HDBFS-EQ,HDB Financial Services Limited,Financial Services,Finance,Non Banking Financial Company (NBFC)
NSE:HDFCAMC-EQ,HDFC Asset Management Company Limited,Financial Services,Capital Markets,Asset Management Company
NSE:HDFCBANK-EQ,HDFC Bank Limited,Financial Services,Banks,Private Sector Bank
NSE:HDFCLIFE-EQ,HDFC Life Insurance Company Limited,Financial Services,Insurance,Life Insurance
NSE:HDIL-BZ,Housing Development and Infrastructure Limited,Realty,Realty,Residential Commercial Projects
NSE:HEADSUP-EQ,Heads UP Ventures Limited,Textiles,Textiles & Apparels,Garments & Apparels
NSE:HEALTHX-EQ,Health X Platform Limited,Healthcare,Healthcare Services,Healthcare Service Provider
NSE:HECPROJECT-EQ,HEC Infra Projects Limited,Construction,Construction,Civil Construction
NSE:HEG-EQ,HEG Limited,Capital Goods,Industrial Products,Electrodes & Refractories
NSE:HEIDELBERG-EQ,HeidelbergCement India Limited,Construction Materials,Cement & Cement Products,Cement & Cement Products
NSE:HEMIPROP-EQ,Hemisphere Properties India Limited,Services,Commercial Services & Supplies,Diversified Commercial Services
NSE:HERANBA-EQ,Heranba Industries Limited,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
NSE:HERITGFOOD-EQ,Heritage Foods Limited,Fast Moving Consumer Goods,Food Products,Dairy Products
NSE:HEROMOTOCO-EQ,Hero MotoCorp Limited,Automobile and Auto Components,Automobiles,2/3 Wheelers
NSE:HESTERBIO-EQ,Hester Biosciences Limited,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
NSE:HEXATRADEX-EQ,Hexa Tradex Limited,Financial Services,Finance,Investment Company
NSE:HEXT-EQ,Hexaware Technologies Limited,Information Technology,IT - Software,Computers - Software & Consulting
NSE:HFCL-EQ,HFCL Limited,Telecommunication,Telecom - Services,Telecom - Infrastructure
NSE:HGINFRA-EQ,H.G. Infra Engineering Limited,Construction,Construction,Civil Construction
NSE:HGM-EQ,HandsOn Global Management (HGM) Limited,Information Technology,IT - Services,IT Enabled Services
NSE:HGS-EQ,Hinduja Global Solutions Limited,Services,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)
NSE:HIKAL-EQ,Hikal Limited,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
NSE:HILINFRA-BE,Highway Infrastructure Limited,Services,Transport Infrastructure,Road Assets - Toll Annuity Hybrid-Annuity
NSE:HILTON-BE,Hilton Metal Forging Limited,Capital Goods,Industrial Products,Castings & Forgings
NSE:HIMATSEIDE-EQ,Himatsingka Seide Limited,Textiles,Textiles & Apparels,Other Textile Products
NSE:HINDALCO-EQ,Hindalco Industries Limited,Metals & Mining,Non - Ferrous Metals,Aluminium
NSE:HINDCOMPOS-EQ,Hindustan Composites Limited,Automobile and Auto Components,Auto Components,Auto Components & Equipments
NSE:HINDCON-BE,Hindcon Chemicals Limited,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
NSE:HINDCOPPER-EQ,Hindustan Copper Limited,Metals & Mining,Non - Ferrous Metals,Copper
NSE:HINDOILEXP-EQ,Hindustan Oil Exploration Company Limited,Oil Gas & Consumable Fuels,Oil,Oil Exploration & Production
NSE:HINDPETRO-EQ,Hindustan Petroleum Corporation Limited,Oil Gas & Consumable Fuels,Petroleum Products,Refineries & Marketing
NSE:HINDUNILVR-EQ,Hindustan Unilever Limited,Fast Moving Consumer Goods,Diversified FMCG,Diversified FMCG
NSE:HINDWAREAP-EQ,Hindware Home Innovation Limited,Consumer Durables,Consumer Durables,Sanitary Ware
NSE:HINDZINC-EQ,Hindustan Zinc Limited,Metals & Mining,Non - Ferrous Metals,Zinc
NSE:HIRECT-EQ,Hind Rectifiers Limited,Capital Goods,Industrial Manufacturing,Industrial Products
NSE:HISARMETAL-EQ,Hisar Metal Industries Limited,Capital Goods,Industrial Products,Iron & Steel Products
NSE:HITECH-EQ,Hi-Tech Pipes Limited,Capital Goods,Industrial Products,Iron & Steel Products
NSE:HITECHCORP-BE,Hitech Corporation Limited,Capital Goods,Industrial Products,Packaging
NSE:HITECHGEAR-BE,The Hi-Tech Gears Limited,Automobile and Auto Components,Auto Components,Auto Components & Equipments
NSE:HLEGLAS-EQ,HLE Glascoat Limited,Capital Goods,Industrial Manufacturing,Industrial Products
NSE:HLVLTD-EQ,HLV LIMITED,Consumer Services,Leisure Services,Hotels & Resorts
NSE:HMAAGRO-EQ,HMA Agro Industries Limited,Fast Moving Consumer Goods,Food Products,Meat Products including Poultry
NSE:HMT-BZ,HMT Limited,Capital Goods,Industrial Manufacturing,Industrial Products
NSE:HMVL-EQ,Hindustan Media Ventures Limited,Media Entertainment & Publication,Media,Print Media
NSE:HNDFDS-EQ,Hindustan Foods Limited,Fast Moving Consumer Goods,Diversified FMCG,Diversified FMCG
NSE:HOMEFIRST-EQ,Home First Finance Company India Limited,Financial Services,Finance,Housing Finance Company
NSE:HONASA-EQ,Honasa Consumer Limited,Fast Moving Consumer Goods,Personal Products,Personal Care
NSE:HONAUT-EQ,Honeywell Automation India Limited,Capital Goods,Industrial Manufacturing,Industrial Products
NSE:HONDAPOWER-EQ,Honda India Power Products Limited,Capital Goods,Industrial Manufacturing,Industrial Products
NSE:HPAL-EQ,HP Adhesives Limited,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
NSE:HPIL-EQ,Hindprakash Industries Limited,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments
NSE:HPL-EQ,HPL Electric & Power Limited,Capital Goods,Industrial Manufacturing,Industrial Products
NSE:HSCL-EQ,Himadri Speciality Chemical Limited,Chemicals,Chemicals & Petrochemicals,Carbon Black
NSE:HTMEDIA-EQ,HT Media Limited,Media Entertainment & Publication,Media,Print Media
NSE:HUBTOWN-EQ,Hubtown Limited,Realty,Realty,Residential Commercial Projects
NSE:HUDCO-EQ,Housing & Urban Development Corporation Limited,Financial Services,Finance,Financial Institution
NSE:HUHTAMAKI-EQ,Huhtamaki India Limited,Capital Goods,Industrial Products,Packaging
NSE:HYBRIDFIN-EQ,Hybrid Financial Services Limited,Financial Services,Capital Markets,Stockbroking & Allied
NSE:HYUNDAI-EQ,Hyundai Motor India Limited,Automobile and Auto Components,Automobiles,Passenger Cars & Utility Vehicles
NSE:IBULLSLTD-BE,Indiabulls Limited,Services,Commercial Services & Supplies,Diversified Commercial Services
NSE:ICDSLTD-EQ,ICDS Limited,Services,Commercial Services & Supplies,Diversified Commercial Services
NSE:ICEMAKE-EQ,Ice Make Refrigeration Limited,Capital Goods,Industrial Manufacturing,Industrial Products
NSE:ICICIAMC-EQ,ICICI Prudential Asset Management Company Limited,Financial Services,Capital Markets,Asset Management Company
NSE:ICICIBANK-EQ,ICICI Bank Limited,Financial Services,Banks,Private Sector Bank
NSE:ICICIGI-EQ,ICICI Lombard General Insurance Company Limited,Financial Services,Insurance,General Insurance
NSE:ICICIPRULI-EQ,ICICI Prudential Life Insurance Company Limited,Financial Services,Insurance,Life Insurance
NSE:ICIL-EQ,Indo Count Industries Limited,Textiles,Textiles & Apparels,Other Textile Products
NSE:ICRA-EQ,ICRA Limited,Financial Services,Capital Markets,Ratings
NSE:IDBI-EQ,IDBI Bank Limited,Financial Services,Banks,Private Sector Bank
NSE:IDEA-EQ,Vodafone Idea Limited,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services
NSE:IDEAFORGE-BE,Ideaforge Technology Limited,Capital Goods,Aerospace & Defense,Aerospace & Defense
NSE:IDFCFIRSTB-EQ,IDFC First Bank Limited,Financial Services,Banks,Private Sector Bank
NSE:IEX-EQ,Indian Energy Exchange Limited,Financial Services,Capital Markets,Exchange and Data Platform
NSE:IFBAGRO-BE,IFB Agro Industries Limited,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries
NSE:IFBIND-EQ,IFB Industries Limited,Consumer Durables,Consumer Durables,Household Appliances
NSE:IFCI-EQ,IFCI Limited,Financial Services,Finance,Financial Institution
NSE:IFGLEXPOR-EQ,IFGL Refractories Limited,Capital Goods,Industrial Products,Electrodes & Refractories
NSE:IGARASHI-EQ,Igarashi Motors India Limited,Automobile and Auto Components,Auto Components,Auto Components & Equipments
NSE:IGCL-EQ,Indogulf Cropsciences Limited,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
NSE:IGIL-EQ,International Gemological Institute Limited,Services,Commercial Services & Supplies,Diversified Commercial Services
NSE:IGL-EQ,Indraprastha Gas Limited,Oil Gas & Consumable Fuels,Gas,LPG/CNG/PNG/LNG Supplier
NSE:IGPL-EQ,IG Petrochemicals Limited,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
NSE:IIFL-EQ,IIFL Finance Limited,Financial Services,Finance,Non Banking Financial Company (NBFC)
NSE:IIFLCAPS-EQ,IIFL Capital Services Limited,Financial Services,Capital Markets,Stockbroking & Allied
NSE:IITL-EQ,Industrial Investment Trust Limited,Financial Services,Finance,Investment Company
